OrderID,CustomerID,ProductID,OrderDate,QuantityOrdered
188,1,77,2014-05-09,26
189,1,41,2014-05-09,10
190,1,15,2014-05-09,32
191,1,50,2014-05-09,8
192,1,13,2014-05-09,10
193,1,40,2014-05-09,12
194,1,56,2014-05-09,26
195,1,54,2014-05-09,16
196,1,7,2014-05-09,42
197,1,1,2014-05-09,33
198,1,9,2014-05-09,6
199,1,22,2014-05-09,46
200,1,12,2014-05-09,11
201,1,69,2014-05-09,6
202,1,42,2014-05-09,8
203,1,47,2014-05-09,17
204,1,74,2014-05-09,29
205,1,28,2014-05-09,29
206,1,55,2014-05-09,10
207,1,23,2014-05-09,46
208,1,27,2014-05-09,28
209,1,25,2014-05-09,42
210,1,5,2014-05-09,27
211,1,18,2014-05-09,16
212,1,66,2014-05-09,37
213,1,35,2014-05-09,3
214,1,10,2014-05-09,34
215,1,21,2014-05-09,50
216,1,46,2014-05-09,47
217,1,60,2014-05-09,43
218,1,30,2014-05-09,22
219,1,29,2014-05-09,6
220,1,51,2014-05-09,27
221,1,43,2014-05-09,19
222,1,38,2014-05-09,50
223,1,73,2014-05-09,21
224,1,39,2014-05-09,32
225,1,26,2014-05-09,15
226,1,16,2014-05-09,42
227,1,31,2014-05-09,6
228,1,57,2014-05-09,45
229,1,75,2014-05-09,12
230,1,44,2014-05-09,46
231,1,61,2014-05-09,19
232,1,65,2014-05-09,41
233,1,72,2014-05-09,34
234,1,8,2014-05-09,29
235,1,11,2014-05-09,29
236,1,32,2014-05-09,8
237,1,63,2014-05-09,27
238,1,64,2014-05-09,25
239,1,29,2013-05-11,43
240,1,53,2013-05-11,17
241,1,69,2013-05-11,3
242,1,21,2013-05-11,43
243,1,28,2013-05-11,26
244,1,60,2013-05-11,10
245,1,71,2013-05-11,27
246,1,31,2013-05-11,32
247,1,49,2013-05-11,3
248,1,12,2013-05-11,32
249,1,26,2013-05-11,29
250,1,76,2013-05-11,50
251,1,74,2015-07-04,41
252,1,32,2015-07-04,34
253,1,7,2013-07-03,48
254,1,73,2013-07-03,12
255,1,49,2013-07-03,19
256,1,39,2013-07-03,18
257,1,29,2013-07-03,33
258,1,47,2013-07-03,6
259,1,26,2013-07-03,10
260,1,53,2013-07-03,28
261,1,24,2013-07-03,15
262,1,4,2013-07-03,49
263,1,10,2013-07-03,49
264,1,17,2013-07-03,41
265,1,71,2013-07-03,43
266,1,57,2013-07-03,17
267,1,36,2013-07-03,17
268,1,74,2013-07-03,29
269,1,34,2013-07-03,45
270,1,16,2013-07-03,36
271,1,27,2013-07-03,20
272,1,12,2013-07-03,19
273,1,46,2013-07-03,26
274,1,48,2013-07-03,25
275,1,18,2013-07-03,39
276,1,32,2013-07-03,42
277,1,64,2013-07-03,33
278,1,54,2013-07-03,39
279,1,55,2013-07-03,26
280,1,35,2013-07-03,42
281,1,45,2013-07-03,31
282,1,2,2013-07-03,15
283,1,42,2013-07-03,33
284,1,1,2013-07-03,49
285,1,51,2013-07-03,7
286,1,25,2013-07-03,34
287,1,40,2013-07-03,7
288,1,13,2013-07-03,46
289,1,31,2013-07-03,28
290,1,44,2013-07-03,7
291,1,11,2013-07-03,2
292,1,8,2013-07-03,45
293,1,19,2013-07-03,47
294,1,63,2013-07-03,50
295,1,67,2013-07-03,37
296,1,66,2013-07-03,3
297,1,62,2013-07-03,25
298,1,45,2015-09-14,46
299,1,35,2015-09-14,13
300,1,3,2015-09-14,48
301,1,57,2015-09-14,43
302,1,34,2015-09-14,9
303,1,8,2015-09-14,19
304,1,15,2015-09-14,2
305,1,47,2015-09-14,8
306,1,41,2015-09-14,23
307,1,27,2015-09-14,8
308,1,52,2015-09-14,46
309,1,66,2015-09-14,31
310,1,40,2015-09-14,7
311,1,63,2015-09-14,17
312,1,64,2015-09-14,27
313,1,41,2015-07-05,43
314,1,60,2015-07-05,15
315,1,34,2015-07-05,30
316,1,7,2015-07-05,28
317,1,11,2015-07-05,18
318,1,3,2015-07-05,29
319,1,20,2015-07-05,48
320,1,56,2015-07-05,11
321,1,18,2015-07-05,36
322,1,65,2015-07-05,34
323,1,10,2015-07-05,45
324,1,51,2015-07-05,23
325,1,48,2015-07-05,31
326,1,33,2015-07-05,49
327,1,73,2015-07-05,34
328,1,77,2015-07-05,6
329,1,68,2015-07-05,26
330,1,46,2015-07-05,24
331,1,24,2015-07-05,9
332,1,44,2015-07-05,25
333,1,54,2015-07-05,2
334,1,76,2015-07-05,38
335,1,55,2015-07-05,44
336,1,49,2015-07-05,46
337,1,19,2015-07-05,8
338,1,25,2015-07-05,14
339,1,57,2015-07-05,46
340,1,64,2015-07-05,16
341,1,72,2015-07-05,49
342,1,14,2015-07-05,14
343,1,42,2015-07-05,45
344,1,45,2015-07-05,43
345,1,38,2015-07-05,36
346,1,4,2015-07-05,40
347,1,52,2015-07-05,11
348,1,1,2015-07-05,6
349,1,62,2015-07-05,46
350,1,67,2015-07-05,44
351,1,9,2015-07-05,12
352,1,28,2015-07-05,10
353,1,59,2015-07-05,24
354,1,75,2015-07-05,39
355,1,53,2015-07-05,37
356,1,66,2015-07-05,14
357,1,17,2015-07-05,9
358,1,21,2015-07-05,3
359,1,40,2015-07-05,46
360,1,6,2015-07-05,20
361,1,26,2015-07-05,11
362,1,13,2015-07-05,45
363,1,15,2015-07-05,48
364,1,16,2015-07-05,9
365,1,35,2015-07-05,44
366,1,58,2015-07-05,40
367,1,2,2015-07-05,38
368,1,61,2015-07-05,40
369,1,43,2015-07-05,4
370,1,71,2015-07-05,9
371,1,12,2015-07-05,18
372,1,5,2015-07-05,44
373,1,29,2015-07-05,31
374,1,39,2015-07-05,25
375,1,37,2015-07-05,17
376,1,50,2015-07-05,5
377,1,30,2015-07-05,3
378,1,22,2015-07-05,26
379,1,23,2015-07-05,5
380,1,31,2015-07-05,25
381,1,47,2015-07-05,25
382,1,32,2015-07-05,34
383,1,74,2015-07-05,2
384,1,69,2015-07-05,29
385,1,61,2015-06-24,42
386,1,27,2015-06-24,34
387,1,60,2015-06-24,31
388,1,72,2015-06-24,21
389,1,40,2015-06-24,34
390,1,12,2015-06-24,30
391,1,20,2015-06-24,28
392,1,50,2015-06-24,13
393,1,73,2015-06-24,40
394,1,63,2015-06-24,15
395,1,47,2015-06-24,49
396,1,33,2015-06-24,24
397,1,17,2015-06-24,35
398,1,66,2015-06-04,9
399,1,77,2015-06-04,10
400,1,42,2015-06-04,21
401,1,45,2015-06-04,26
402,1,58,2015-06-04,5
403,1,59,2015-06-04,16
404,1,3,2015-06-04,36
405,1,46,2015-06-04,7
406,1,61,2015-06-04,18
407,1,44,2015-06-04,12
408,1,29,2015-06-04,30
409,1,33,2015-06-04,50
410,1,12,2015-06-04,33
411,1,25,2015-06-04,25
412,1,40,2015-06-04,29
413,1,50,2015-06-04,21
414,1,63,2015-06-04,40
415,1,16,2015-06-04,11
416,1,67,2015-06-04,31
417,1,34,2015-06-04,8
418,1,23,2015-06-04,43
419,1,36,2015-06-04,17
420,1,24,2015-06-04,28
421,1,17,2015-06-04,20
422,1,27,2015-06-04,6
423,1,18,2015-06-04,43
424,1,49,2015-06-04,34
425,1,6,2015-06-04,22
426,1,47,2015-06-04,43
427,1,38,2015-06-04,15
428,1,75,2015-06-04,5
429,1,68,2015-06-04,9
430,1,15,2015-06-04,48
431,1,60,2015-06-04,5
432,1,48,2015-06-04,26
433,1,2,2015-06-04,10
434,1,37,2015-06-04,30
435,1,30,2015-06-04,34
436,1,73,2015-06-04,18
437,1,20,2015-06-04,22
438,1,31,2015-06-04,37
439,1,35,2015-06-04,35
440,1,22,2015-06-04,2
441,1,8,2015-06-04,5
442,1,69,2015-06-04,47
443,1,13,2015-06-04,9
444,1,40,2014-10-18,7
445,1,44,2014-10-18,6
446,1,25,2014-10-18,13
447,1,36,2014-10-18,35
448,1,66,2014-10-18,11
449,1,8,2014-10-18,12
450,1,5,2014-10-18,39
451,1,39,2014-10-18,16
452,1,15,2014-10-18,18
453,1,48,2014-10-18,11
454,1,76,2014-10-18,49
455,1,35,2014-10-18,25
456,1,55,2014-10-18,9
457,1,74,2014-10-18,35
458,1,6,2014-10-18,31
459,1,63,2014-10-18,24
460,1,17,2014-10-18,50
461,1,62,2014-10-18,35
462,1,11,2014-10-18,45
463,1,24,2014-10-18,36
464,1,67,2014-10-18,36
465,1,37,2014-10-18,13
466,1,34,2014-10-18,21
467,1,45,2014-10-18,15
468,1,69,2014-10-18,26
469,1,61,2014-10-18,33
470,1,10,2014-10-18,25
471,1,4,2014-10-18,18
472,1,3,2014-10-18,47
473,1,31,2014-10-18,42
474,1,56,2014-10-18,33
475,1,49,2014-10-18,18
476,1,27,2014-10-18,42
477,1,64,2014-10-18,12
478,1,72,2014-10-18,50
479,1,16,2014-10-18,21
480,1,14,2014-10-18,43
481,1,7,2014-10-18,40
482,1,22,2014-10-18,1
483,1,41,2014-10-18,40
484,1,54,2014-10-18,2
485,1,33,2014-10-18,22
486,1,32,2014-10-18,7
487,1,20,2014-10-18,38
488,1,13,2014-10-18,39
489,1,73,2014-10-18,23
490,1,53,2014-10-18,42
491,1,9,2014-10-18,25
492,1,75,2014-10-18,29
493,1,58,2014-10-18,46
494,1,23,2014-10-18,32
495,1,43,2014-10-18,49
496,1,65,2014-10-18,15
497,1,59,2014-10-18,29
498,1,30,2014-10-18,35
499,1,19,2014-10-18,8
500,1,68,2014-10-18,23
501,1,71,2014-10-18,25
502,1,77,2014-10-18,36
503,1,70,2014-10-18,14
504,1,42,2014-10-18,19
505,1,28,2014-10-18,11
506,1,52,2014-10-18,6
507,1,29,2013-10-06,10
508,1,49,2013-10-06,45
509,1,13,2013-10-06,17
510,1,25,2013-10-06,2
511,1,61,2013-10-06,28
512,1,46,2013-10-06,43
513,1,37,2013-10-06,17
514,1,55,2013-10-06,40
515,1,8,2013-10-06,39
516,1,22,2013-10-06,49
517,1,52,2013-10-06,45
518,1,41,2013-10-06,6
519,1,51,2013-10-06,8
520,1,48,2013-10-06,19
521,1,7,2013-10-06,13
522,1,64,2013-10-06,14
523,1,3,2013-10-06,46
524,1,42,2013-10-06,29
525,1,19,2013-10-06,48
526,1,5,2013-10-06,23
527,1,11,2013-10-06,18
528,1,15,2013-10-06,50
529,1,33,2013-10-06,18
530,1,10,2013-10-06,11
531,1,35,2013-10-06,10
532,1,58,2013-10-06,19
533,1,66,2013-10-06,50
534,1,9,2013-10-06,22
535,1,40,2013-10-06,8
536,1,26,2013-10-06,15
537,1,39,2013-10-06,25
538,1,53,2013-10-06,30
539,1,31,2013-10-06,33
540,1,71,2013-10-06,2
541,1,24,2013-10-06,32
542,1,2,2013-10-06,33
543,1,44,2013-10-06,13
544,1,56,2013-10-06,47
545,1,32,2013-10-06,1
546,1,1,2013-10-06,44
547,1,62,2013-10-06,40
548,1,28,2013-10-06,47
549,1,68,2013-10-06,15
550,1,54,2013-10-06,36
551,1,59,2013-10-06,26
552,1,30,2013-10-06,23
553,1,57,2013-10-06,1
554,1,27,2013-10-06,49
555,1,23,2013-10-06,21
556,1,70,2013-10-06,37
557,1,17,2013-10-06,18
558,1,6,2013-10-06,7
559,1,76,2013-10-06,29
560,1,73,2013-10-06,46
561,1,14,2013-10-06,18
562,1,69,2013-10-06,15
563,1,45,2013-10-06,49
564,1,67,2013-10-06,1
565,1,43,2013-10-06,18
566,1,50,2013-10-06,18
567,1,72,2013-10-06,15
568,1,63,2013-10-06,15
569,1,47,2013-10-06,33
570,1,74,2013-10-06,22
571,1,20,2013-10-06,11
572,1,4,2013-10-06,38
573,1,60,2013-10-06,2
574,1,43,2013-01-04,31
575,1,35,2013-01-04,15
576,1,1,2013-01-04,15
577,1,76,2013-01-04,3
578,1,58,2013-01-04,11
579,1,28,2013-01-04,12
580,1,15,2013-01-04,17
581,1,37,2013-01-04,9
582,1,50,2013-01-04,46
583,1,74,2013-01-04,18
584,1,20,2013-01-04,40
585,1,8,2013-01-04,17
586,1,63,2013-01-04,45
587,1,3,2013-01-04,24
588,1,19,2013-05-07,18
589,1,46,2013-05-07,25
590,1,73,2013-05-07,15
591,1,18,2013-05-07,12
592,1,9,2013-05-07,42
593,1,77,2013-05-07,39
594,1,54,2013-05-07,6
595,1,22,2013-05-07,29
596,1,5,2013-05-07,26
597,1,76,2013-05-07,29
598,1,39,2013-05-07,50
599,1,27,2013-05-07,18
600,1,24,2013-05-07,28
601,1,70,2013-05-07,27
602,1,32,2013-05-07,3
603,1,33,2013-05-07,20
604,1,7,2013-05-07,36
605,1,6,2013-05-07,19
606,1,2,2013-05-07,38
607,1,68,2013-05-07,16
608,1,47,2013-05-07,10
609,1,10,2013-05-07,13
610,1,15,2013-05-07,5
611,1,14,2013-05-07,38
612,1,56,2013-05-07,29
613,1,12,2013-05-07,32
614,1,61,2013-05-07,16
615,1,23,2013-05-07,22
616,1,26,2013-05-07,50
617,1,38,2013-05-07,17
618,1,21,2013-05-07,21
619,1,40,2013-05-07,40
620,1,16,2013-05-07,24
621,1,44,2013-05-07,18
622,1,49,2013-05-07,48
623,1,48,2013-05-07,47
624,1,55,2013-05-07,28
625,1,13,2013-05-07,5
626,1,4,2013-05-07,44
627,1,43,2013-05-07,37
628,1,37,2013-05-07,38
629,1,60,2013-05-07,8
630,1,51,2013-05-07,8
631,1,1,2013-05-07,44
632,1,30,2013-05-07,28
633,1,59,2013-05-07,36
634,1,50,2013-05-07,42
635,1,11,2013-05-07,35
636,1,35,2013-05-07,40
637,1,25,2013-05-07,37
638,1,42,2013-05-07,37
639,1,20,2013-05-07,17
640,1,74,2013-05-07,3
641,1,67,2013-05-07,42
642,1,3,2013-05-07,45
643,1,36,2013-05-07,23
644,1,8,2013-05-07,27
645,1,41,2013-05-07,26
646,1,72,2013-05-07,33
647,1,29,2013-05-07,50
648,1,65,2013-05-07,1
649,1,62,2013-05-07,27
650,1,69,2013-05-07,5
651,1,28,2013-05-07,24
652,1,66,2013-05-07,14
653,1,64,2013-05-07,6
654,1,45,2013-05-07,46
655,1,31,2013-05-07,3
656,1,53,2013-05-07,41
657,1,75,2013-05-07,4
658,1,58,2013-05-07,11
659,1,63,2013-06-19,30
660,1,52,2013-06-19,47
661,1,15,2013-06-19,30
662,1,62,2013-06-19,21
663,1,4,2013-06-19,25
664,1,66,2013-06-19,28
665,1,41,2013-06-19,3
666,1,54,2013-06-19,43
667,1,12,2013-06-19,19
668,1,45,2013-06-19,16
669,1,60,2013-06-19,7
670,1,28,2013-06-19,34
671,1,63,2013-07-20,13
672,1,58,2013-07-20,27
673,1,44,2013-07-20,4
674,1,64,2013-07-20,30
675,1,65,2013-07-20,36
676,1,28,2013-07-20,8
677,1,41,2013-07-20,50
678,1,16,2013-07-20,50
679,1,71,2013-07-20,4
680,1,11,2013-07-20,1
681,1,3,2013-07-20,16
682,1,50,2013-07-20,32
683,1,47,2013-07-20,10
684,1,24,2013-07-20,32
685,1,53,2013-07-20,33
686,1,22,2013-07-20,49
687,1,15,2013-07-20,10
688,1,30,2013-07-20,20
689,1,12,2013-07-20,49
690,1,15,2015-06-01,7
691,1,57,2015-06-01,15
692,1,53,2015-06-01,46
693,1,20,2015-06-01,2
694,1,42,2015-06-01,32
695,1,17,2015-06-01,32
696,1,51,2015-06-01,41
697,1,60,2015-06-01,49
698,1,16,2015-06-01,2
699,1,8,2015-06-01,6
700,1,77,2015-06-01,3
701,1,33,2015-06-01,46
702,1,21,2015-06-01,29
703,1,31,2015-06-01,24
704,1,38,2016-02-04,30
705,1,69,2016-02-04,15
706,1,71,2016-02-04,31
707,1,46,2016-02-04,6
708,1,3,2016-02-04,37
709,1,6,2016-02-04,24
710,1,73,2016-02-04,20
711,1,60,2016-02-04,30
712,1,36,2016-02-04,43
713,1,7,2016-02-04,30
714,1,45,2016-02-04,6
715,1,34,2016-02-04,5
716,1,50,2016-02-04,37
717,1,67,2016-02-04,25
718,1,13,2016-02-04,23
719,1,70,2016-02-04,25
720,1,20,2016-02-04,45
721,1,32,2016-02-04,23
722,1,43,2016-02-04,46
723,1,11,2016-02-04,10
724,1,40,2016-02-04,15
725,1,57,2016-02-04,39
726,1,61,2016-02-04,31
727,1,63,2016-02-04,26
728,1,44,2016-02-04,23
729,1,5,2016-02-04,42
730,1,74,2016-02-04,40
731,1,39,2016-02-04,18
732,1,28,2016-02-04,48
733,1,4,2016-02-04,18
734,1,76,2016-02-04,14
735,1,53,2016-02-04,7
736,1,25,2016-02-04,8
737,1,77,2016-02-04,34
738,1,59,2016-02-04,47
739,1,68,2016-02-04,46
740,1,72,2016-02-04,41
741,1,65,2016-02-04,29
742,1,49,2016-02-04,12
743,1,66,2016-02-04,40
744,1,26,2016-02-04,2
745,1,42,2016-02-04,8
746,1,14,2016-02-04,29
747,1,23,2016-02-04,39
748,1,8,2016-02-04,38
749,1,24,2016-02-04,22
750,1,56,2016-02-04,49
751,1,15,2016-02-04,1
752,1,10,2016-02-04,13
753,1,27,2016-02-04,29
754,1,64,2016-02-04,4
755,1,54,2016-02-04,15
756,1,37,2016-02-04,8
757,1,58,2016-02-04,30
758,1,12,2016-02-04,43
759,1,18,2016-02-04,27
760,1,2,2016-02-04,37
761,1,30,2016-02-04,30
762,1,62,2016-02-04,19
763,1,1,2016-02-04,23
764,1,16,2016-02-04,8
765,1,51,2016-02-04,46
766,1,48,2016-02-04,49
767,1,9,2016-02-04,25
768,1,17,2016-02-04,20
769,1,29,2016-02-04,12
770,1,24,2016-02-19,50
771,1,55,2016-02-19,19
772,1,13,2016-02-19,22
773,1,12,2016-02-19,12
774,1,37,2016-02-19,14
775,1,57,2016-02-19,9
776,1,10,2016-02-19,34
777,1,14,2016-02-19,21
778,1,49,2016-02-19,40
779,1,33,2016-02-19,17
780,1,16,2016-02-19,40
781,1,2,2016-02-19,33
782,1,32,2016-02-19,26
783,1,48,2016-02-19,4
784,1,50,2016-02-19,3
785,1,44,2016-02-19,35
786,1,36,2016-02-19,33
787,1,7,2016-02-19,16
788,1,46,2016-02-19,26
789,1,41,2016-02-19,16
790,1,5,2016-02-19,10
791,1,17,2016-02-19,37
792,1,4,2016-02-19,14
793,1,56,2016-02-19,43
794,1,27,2016-02-19,31
795,1,47,2016-02-19,2
796,1,52,2016-02-19,12
797,1,68,2016-02-19,42
798,1,63,2016-02-19,18
799,1,73,2016-02-19,43
800,1,66,2016-02-19,35
801,1,35,2016-02-19,36
802,1,53,2016-02-19,22
803,1,18,2016-02-19,19
804,1,54,2016-02-19,28
805,1,19,2016-02-19,22
806,1,59,2016-02-19,45
807,1,40,2016-02-19,28
808,1,72,2016-02-19,30
809,1,29,2016-02-19,9
810,1,20,2016-02-19,13
811,1,30,2016-02-19,19
812,1,23,2016-02-19,28
813,1,28,2016-02-19,2
814,1,6,2016-02-19,18
815,1,60,2016-02-19,50
816,1,42,2016-02-19,46
817,1,77,2016-02-19,39
818,1,76,2016-02-19,33
819,1,64,2016-02-19,5
820,1,74,2016-02-19,23
821,1,15,2016-02-19,11
822,1,21,2016-02-19,10
823,1,26,2016-02-19,21
824,1,75,2016-02-19,23
825,1,65,2016-02-19,31
826,1,58,2016-02-19,27
827,1,25,2016-02-19,50
828,1,45,2016-02-19,28
829,1,71,2016-02-19,14
830,1,69,2016-02-19,46
831,1,39,2016-02-19,19
832,1,8,2016-02-19,34
833,1,10,2013-01-09,44
834,1,2,2013-01-09,10
835,1,77,2013-01-09,31
836,1,26,2013-01-09,23
837,1,5,2013-01-09,1
838,1,20,2013-01-09,17
839,1,43,2013-01-09,23
840,1,21,2013-01-09,21
841,1,35,2013-01-09,4
842,1,68,2013-01-09,41
843,1,6,2013-01-09,21
844,1,30,2013-01-09,49
845,1,28,2013-01-09,28
846,1,12,2013-01-09,28
847,1,33,2013-01-09,32
848,1,19,2013-01-09,36
849,1,1,2013-01-09,29
850,1,27,2013-01-09,41
851,1,48,2013-01-09,14
852,1,63,2013-01-09,14
853,1,45,2013-01-09,18
854,1,70,2013-07-12,48
855,1,76,2013-07-12,12
856,1,56,2013-07-12,13
857,1,63,2013-07-12,48
858,1,3,2013-07-12,8
859,1,52,2013-07-12,42
860,1,38,2013-07-12,2
861,1,62,2013-07-12,17
862,1,9,2013-07-12,30
863,1,68,2013-07-12,32
864,1,61,2013-07-12,6
865,1,13,2013-07-12,13
866,1,8,2013-07-12,39
867,1,29,2013-07-12,37
868,1,17,2013-07-12,38
869,1,1,2013-07-12,26
870,1,10,2013-07-12,4
871,1,31,2013-07-12,5
872,1,45,2013-07-12,48
873,1,75,2013-07-12,23
874,1,69,2013-07-12,16
875,1,39,2013-07-12,49
876,1,58,2013-07-12,10
877,1,71,2013-07-12,28
878,1,57,2013-07-12,6
879,1,73,2013-07-12,9
880,1,66,2013-07-12,48
881,1,28,2013-07-12,44
882,1,33,2013-07-12,24
883,1,36,2013-07-12,1
884,1,51,2013-07-12,36
885,1,2,2013-07-12,31
886,1,53,2013-07-12,21
887,1,27,2013-07-12,50
888,1,44,2013-07-12,28
889,1,30,2013-07-12,41
890,1,64,2013-07-12,22
891,1,15,2013-07-12,24
892,1,19,2013-07-12,45
893,1,14,2013-07-12,17
894,1,65,2013-07-12,8
895,1,40,2013-07-12,37
896,1,46,2013-07-12,24
897,1,34,2013-07-12,25
898,1,6,2013-07-12,37
899,1,72,2013-07-12,37
900,1,43,2013-07-12,37
901,1,18,2013-07-12,7
902,1,22,2013-07-12,9
903,1,47,2013-07-12,41
904,1,37,2013-11-14,18
905,1,61,2013-11-14,29
906,1,66,2013-11-14,45
907,1,51,2013-11-14,32
908,1,53,2013-11-14,3
909,1,34,2013-11-14,6
910,1,58,2013-11-14,19
911,1,30,2013-11-14,5
912,1,71,2013-11-14,8
913,1,31,2013-11-14,43
914,1,3,2013-11-14,41
915,1,9,2013-11-14,9
916,1,75,2013-11-14,42
917,1,26,2013-11-14,49
918,1,56,2013-11-14,15
919,1,11,2013-11-14,2
920,1,62,2013-11-14,42
921,1,40,2013-11-14,15
922,1,19,2013-11-14,16
923,1,1,2013-11-14,16
924,1,10,2013-11-14,50
925,1,52,2013-11-14,19
926,1,27,2013-11-14,17
927,1,20,2013-11-14,23
928,1,54,2013-11-14,9
929,1,28,2013-11-14,42
